chunk_id,doc_id,source_filename,title,chunk_index,chunk_text,word_count
DOC01_CH105,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,105,"9.7. Recording of eviden ce of confessor – The confession by
accused person, who have been executed implic ating an absconder,
cannot be used as circumstantial ev idence after the execution of the
confessor against the absconder, when the latter is found and
placed upon his trial. To make the evidence of such offender available in future, the
proper course is to ta ke the necessary steps under Section 512 after
sentence has been imposed and before it is executed.",80
DOC01_CH107,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,107,"10.1. Ex-officio Commissioner – The Superintendents, Sheristedars,
Readers and Nazirs of the Sessions Court and Reader of the Judicial
Magistrate’s Court shall be Ex-officio Commissioners for taking affidavit in
respect of matters and causes arisen wit hin jurisdiction of their respective
Courts for immediate use. (ii) The Magistrate, while adminis tering oath to the deponent of an
affidavit other than menti oned in rule 1(i) shall ensure that the deponent is
a sui juris and is not subject of any undue influence, coercion, temptation
or otherwise. The Magistra te, in its discretion, bef ore taking affidavit may
give time for reflections and may pa ss an appropriate order for safety as
claimed by the deponent in the given circumstances.
Provided that such affidavit shal l be entered in a separate register
of affidavit as provided in rule 3 wit h modification, and a copy thereof shall
be kept as record.",150
DOC01_CH108,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,108,"10.2. Fees – Such fees shall be paid for the verification of affidavit to the
Ex-officio Commissioner as may be pre scribed from time to time by the
Administration Committee of the Sind h High Court. Provided the fees
charged by the Ex-officio Commissi oner shall be pooled and to be
disbursed by the orders of the District Judge. T he commissioner receiving
fees from a deponent shall issue a receipt in lieu of fees for the affidavit.
The receipt shall contain details pre scribed under the following rule except
as at (j).",93
DOC01_CH109,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,109,"10.3. Register – The Ex-officio Commissioner shal l maintain a register in
Form No.3 of Appendix ‘B’ which s hall contain the fo llowing particulars
with respect to each affidavit sw orn before them, namely;
(1) Serial number,
(2) Date and time of making affidavit, (3) Particulars of the case which affidavit relates, (4) On whose behalf the affidavit has been filed, (5) Full particulars of the pers on who is making the affidavit,

(6) Particulars of the per son who identified him,
(7) Fee paid, (8) Name of the Ex-officio Co mmissioner before whom affidavit
is sworn. (9) Signature of Ex-officio Commissioner and remarks.
(10) Serial number of receipt issued to the deponent, and (11) Remarks The Register shall be open to inspection by the Sessions Judge.",128
DOC01_CH110,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,110,"10.4. Title – Affidavit shall be entitled in the ca se or matter in which it is
sworn or affirmed; and it shall be su fficient to state the full name of the
applicant and the State.",37
DOC01_CH111,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,111,"10.5. Form – Affidavit shall be drawn up in the first person and shall be
divided into paragraphs and ev ery paragraph shall be numbered
consecutively, and as nearly as may be, shall be confined to a distinct
portion of the subject.",42
DOC01_CH112,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,112,"10.6. Deponent’s description – Affidavit shall state the name
description, CNIC number, place of re sidence and occupat ion, if any, of
the deponent.",24
DOC01_CH113,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,113,"10.7. Endorsement should stat e on whose behalf filed – Affidavit shall
bear at the head an endorse ment stating on whose behalf it is filed.",26
DOC01_CH114,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,114,"10.8. Source of information to be disclosed – (i) Affidavit shall express
clearly how much is a statement of the deponent’s own knowledge and
how much statement made on his informa tion or belief and shall also state
the source or ground of t he information or belief with sufficient particulars.
(ii) When a particular fact is not within the deponent’s own
knowledge but is stated from info rmation obtained from others, the
deponent must use the expression “I am informed” and should add
“I verify believe it to be true” if such be the case. He must also state
the name and address of, and sufficiently describe for the purpose of identification, t he person or persons fr om whom he received
such information.

(iii) When the statem ent rests on facts disclosed in documents
or copies of documents, procured fr om any Court of Justice or other
source the deponent shall state what is the source from which they
were procured and his information, or belief, as to the truth of the
facts disclosed in such documents. (iv) The documents referred to in such affidavit and as shall be in the possession of the deponent shall be produced in original,
unless copies thereof are admissible in evidence or are permitted to
be produced pending production of t he original and shall bear the
number.",226
DOC01_CH115,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,115,"10.9. Matter of opinion – An affidavit stating an y matter of opinion shall
show the qualifications of the deponent to express such opinion by
reference to the length of experience, acquaintance with the opinion is
with the person or matter as to which the opinion is expressed or other
means of the knowledge of the deponent.",57
DOC01_CH116,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,116,"10.10. Scandalous matters to be struck off – The Court may order to
be struck out from an affidavit that a matter which is scandalous, and may
order the costs of the applic ation to strike out such matter to be paid by
the party on whose behalf the affidavit was filed.",52
DOC01_CH117,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,117,"10.11. Alterations and interlineations – Alternation and interlineations
shall, before an Affidavit is sworn or affirmed, be authenticated by the
initials of the officer taking the affi davit, and no affidavit having therein any
alteration or interlineations not so authenticated, or any erasure, shall,
except with the leave of the Court be filed or made house of in any matter.",60
DOC01_CH118,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,118,"10.12. Attestation outside the precincts of Court – When an affidavit is
required to be sworn or affirmed outsi de the Court, a written request shall
be made to the Presiding Officer of t he Court concerned stating where the
Commissioner is required to attend an d for what purpose and why is so
required on such application the Pr esiding Officer shall unless he sees
any reasons to the contrary, requir e an Ex-officio Commissioner to attend
as Commissioner at such time as he thinks proper. Fee for attestation

done without the precincts of the Court shall ordi narily be paid to the
Officer making the attestation provided it is done outside the Court hours.
The Commissioner shall, before affidav it is sworn or affirmed, ask the
deponent if he has read it and underst ood its contents. If the deponent
says that he has not read t he affidavit or is ignorant of the language in
which it is written, or appears to the Commissioner to be illiterate, or not
otherwise able to underst and the contents thereof, the Commissioner shall
read and explain the affidavit to t he deponent in a language which he
understands. When an affidavit is read and explained hereinabove
provided, the Commissioner shall certif y in writing at the foot of the
affidavit that it has been so read or explained by him and that the
deponent appeared fully to understand the sa me at the time of swearing
or affirming the affidavit and made hi s signature or thumb impression in
his presence.",261
DOC01_CH119,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,119,"10.13. Endorsement of Commissioner – (i) The Commissioner shall
endorse at the foot of the affidavit t he date on which and, in the event of
the affidavit having been taken else where then in the Court house the
place where the affidavit is taken, and shall sign his name and description
at the end and initia l at each page.
(ii). When the deponent of an affidavit is personally known to the Commissioner, the fact shall be state in the attestation. Otherwise, the
affidavit shall be attested by some other person who knows the deponents
personally and is also known to the Commissioner personally.",105
DOC01_CH120,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,120,"10.14. Deponent if Parda Nasheen Lady – When the deponent is Parda
Nasheen Woman, she shall be identif ied by a person to whom she is
known and before whom she is a accustomed to appear unveiled, and such person shall, at the foot of the affidavit, cert ify that the deponent shall
identify by him and sign his name thereto.",61
DOC01_CH122,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,122,"11.1 Application supported by affidavit - An application for an order
under section 491 shall be made on an affidavit setting forth the circumstances under which the order is sought.
Provided that all communication s addressed to the Sessions Court
by a person in the custody of a public officer comp laining of his detention
or the conditions of his detention, w hether supported by affidavit or not,
shall be laid before the Sessions J udge for orders as applications under
this rule.",83
DOC01_CH124,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,124,"Rule nisi on prima facie case - Where the Court is of the opinion
that a prima facie case for granting the applica tion is made out, a rule nisi
may be issued calling upon the person or persons against whom the order
is sought to appear on a day to be nam ed therein to show cause why such
order should not be made and at the same time to produce in Court the
body of the person or persons alleged to be illegally or improperly
detained then and there to be dealt with in accordance with law:
Provided that if the Court so order s, production of the body of the
person alleged to be illegal ly or improperly det ained may be dispensed
with.",127
DOC01_CH125,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,125,"11.3. Search warrant - If the application for an or der under clause (a) or
(b) of sub-section (1) of the section alleges that a person is confined under
such circumstances that the confinem ent amounts to an offence, the Court
may, at the time of issuing a rule ni si, also issue a sear ch warrant, and the
person to whom the warrant is dire cted may search for the person so
confined; and such search shall be made in accor dance therewith, and the
person, if found, shall be immediatel y brought before the Court, which
shall make such order as in the circ umstances of the case may seem to
be proper.

The provisions of sections 43, 75, 77, 79, 82, 83 and 84, of the
Code, shall, so far as may be, apply to such warrants issued under this
rule.",144
DOC01_CH126,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,126,"11.4. Assistance to the pers on entrusted with warrant - If the Court
issuing a search warrant under rule 3 has reasons to believe that the
person to whom the warr ant has been directed may no t be able to identify
the person confined, the Court may or der a person named in the warrant
to accompany the person to whom the warrant is directed, to assist him in the execution of the warrant.",75
DOC01_CH127,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,127,"11.5. Warrant to whom addressed- The writ or the warrant shall be
served by the Incharge Police Station concerned, or by such other person
as may be appointed by the Judge.",31
DOC01_CH128,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,128,"11.6. Order on hearing of rule - On the return day of such rule or on
any day to which the hearing thereof may be adjourned, where no cause
is shown or where cause is shown and disallowed, the Court shall pass an
order that the person or persons illegally or improperly detained shall be
set at liberty or delivered to the person entitled to his or their custody. Where cause is allowed, t he rule shall be discharged.",79
DOC01_CH129,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,129,"11.7. Procedure as to evidence to be recorded - The Court may, if
necessary, in disposing of such rule, take evidence or direct a Magistrate
to take evidence.",28
DOC01_CH130,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,130,"11.8. Bail pending hearing - Upon the return and pr oduction of the party
on whose behalf the rule was issued, the custody of the prisoner shall be
under the control and direct ion of the Court until the disposal of the rule.
Pending the hearing, the Court may admit the prisoner to bail or remand
him to the prison where he is in custody.",65
DOC01_CH131,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,131,"11.9. Forms of warrant- The forms of warrant No .10 of Appendix-A to
these rules shall be followed with modifications.",20
DOC01_CH132,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,132,"CHAPTER XII
Appeals and Revision Applications before
Courts other than the High Court",13
DOC01_CH133,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,133,"12.1. Appeal and Revision to be registered – The provisions of the
rules relating to the numbering and t he initial treatment of a case, and in
particular those contained in Chapter VII shall be followed in appeal and
revision applications also.",42
DOC01_CH134,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,134,"12.2. Joint appeals or applications – Several persons complaining of
an order or judgment in a criminal case affecting them all may join in one
appeal or application for revision, and one copy of the judgment or order
complained of shall be sufficient. The Appellate Court may, however,
require separate petitions to be made by petitioners whose case are, in its
opinion, conflicting. Where a joint pet ition is allowed, one Vakalatnama
shall be sufficient.",75
DOC01_CH135,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,135,"12.3. Computation of th e period of limitation – In computing the period
of limitation for an appeal or an application for revision, the day on which
the judgment complained of was pronounced and the time requisite, for
obtaining a copy of the sentence or order appealed from or sought to be
revised shall be excluded.",56
DOC01_CH136,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,136,"12.4. Appeal against conviction to Sessions Court -- (i) An appeal
against conviction and sentence of impr isonment for not more than four
years lie to the Court of Sessions. (ii) On receipt of an appeal fr om a convicted person in jail the
Presiding Judge of the Appellate Cour t shall ascertain whether an appeal
through counsel has also b een filed on behalf of the same person, and if it
is found that no such appea l has been filed the final disposal of the appeal
shall be postponed till after the expiry of the period of limitation;
Provided that in any case in which the Presiding Officer on a
perusal of the record cons iders it necessary to hear the Public Prosecutor,
he shall issue notice to him without wa iting for the period of limitation to
expire.",141
DOC01_CH137,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,137,12.5. Revision Application -- (i) The powers of revision conferred under,11
DOC01_CH138,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,138,"Section 439-A of the Code shall not be exercised for the purpose of
passing any order in regard to the interlocutory order passed in any
appeal, inquiry, trial or other proceedings.
(ii) If an application for revision has been made by any person either to the High Court or to the Court of Sessions, no other application
for revision made by the same person shall be entertained by the other Court to which no such application for revision was made earlier. Every
applicant shall make a stat ement in his application for revision that he had
not filed a similar revision application in any Court previously in the matter.
(iii) The Revision Application shall not be entertained at the
instance of the party who did not bri ng in an appeal though he could have
preferred one under the Code, however, the Sessions Court may treat the
revision application as an appeal and deal with the same accordingly.",158
DOC01_CH139,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,139,"12.6. Grounds of appeal and list of articles to be included in the
Paper Book – Unless otherwise ordered by the Court, the grounds of
appeal and a copy of the list of articles produced in the Court shall be
included in the Paper Book prepared in an appeal before the Sessions
Court.",53
DOC01_CH140,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,140,"12.7. Bail before Nazir – Whenever the Court of Session directs any
person to be released on bail, the Sessi ons Court shall order such bail be
given before the Nazir of the Court or before such Magistrate as the Court
may think most convenient.",45
DOC01_CH141,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,141,"12.8. Contents of Judgment – The Judgment of the Appellate Court
shall contain the points for determi nation, the decision thereon and the
reason for the decision.",27
DOC01_CH142,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,142,"12.9. Transmission of appellate ju dgment to the Trial Court – The
Court deciding an appeal or revision sh all transmit a copy of its judgment
to the Magistrate/Judge against whos e decision the appeal or revision was
preferred, or to hi s successor in office.",46
DOC01_CH143,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,143,"12.10. Paper Book – As soon the record of a case under appeal or
revision is received by a Sessions C ourt from the Trial Court, the Record
Keeper will arrange to get the necessary number of paper books prepared
by the Copying Section.",44
DOC01_CH144,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,144,"12.11. Contents of paper book – The paper book shall contain clearly
readable Xerox or typed copies of the following :-
(i) The diary of proceedings.
(ii) List of property. (iii) The complaint (if any) or its English translation and the
charge.
(i) Deposition in English. (ii) Statements of the accused in cluding written statements, if
any.
(iii) The judgment or order appeal ed from or sought to the
revised.
(iv) Grounds of appeal or revision. (v) Such other documents as the Sessions Judge by special or
general order may direct to be included.
To each copy of the paper book shoul d be prefixed by an index in the
Form No.11 of Appendix ‘A’.",115
DOC01_CH145,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,145,"12.12. The paper book not to contain unnecessary papers/documents
– Care should be taken to see that the copies are accurately made and
that there is no necessary increase in the bulk of the record including
pages which are practically blank or otherwise.",43
DOC01_CH146,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,146,"12.13. Translations to be initialled – The copies of the translations
should be initialled as correct by the typist and the person translating the
document (if any) and the Record Keeper.",31
DOC01_CH147,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,147,"12.14. Paging – The typed copies should bear their own independent
paging and not the paging of the original record and the lines on every
page should be numbered by the multiples of five as 5, 10, 15 and so on.",41
DOC01_CH148,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,148,"12.15. Number of paper book -- Ordinarily , 3 copies of paper books
should be prepared in all cases, one fo r the use of the Court one for the
use of the Public Prosecutor and one for the use of the accused or the
opponent, as the case may be. The Se ssions Judge may order more than
three paper books in any particular case.",66
DOC01_CH149,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,149,"12.16. Public Prosecutor to get paper book free of costs – The Copies
shall be supplied to the Public Pros ecutor free of cost. The copies

supplied to the accused and other parti es shall be charged at the rates
mentioned in rule 17 below: Provided that, if the defence of the accused in any case is arranged
at the expense of the Government, a copy of the paper books shall be
supplied free of cost to the lawyer or to each of the lawyers appointed at
Government cost in such a case and t hat if after the appointment of such
legal practitioner the accu sed appoint another lawy er, the copies already
prepared and given to the lawyer appoint ed by the Court at Government
cost may not be made available to t he lawyer privately appointed by the
accused except upon payment of t he charges prescribed in rule 17
below:- Provided that the Court may, if in its opinion, the party is too poor to
pay the cost of the paper book, order that a copy of the paper book should
be supplied to such pa rty free of cost.",194
DOC01_CH150,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,150,"12.17. Charges of paper book – The copies of the paper book to be
supplied to the accused or any party to the proceedings or his lawyers on
payment shall be charged at the rate of one rupee Per 100 words or party
thereof in addition to the cost of t he paper which shall be 50 paisa for each
sheet of foolscap size.",64
DOC01_CH151,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,151,"12.18. Extra copy of paper book – (i) If any of the accused or parties to
a proceeding desire that more than the number of copies prescribed in
rule 15 above be prepared and supplied to him or t hem separately, he or
they shall give intimation in that behalf to the Record Keeper before the
expiry of one week from the receipt of the Record and Proceedings of the
case from the Lower Court in the Se ssions Court or such other further
time as may be allowed by the Sessi ons Court and shall also deposit an
amount or amounts sufficient to meet the costs of such extra copy or
copies as may be determined by the Record Keeper. The Record Keeper shall thereafter arrange to supply such extra copy or copies each of which shall be charged as provided for in the foregoing paragr aph. If the actual
cost exceeds the amount of deposit, the party or parties concerned shall

make good the deficit and if any balance is left over from the deposit after
meeting the charges of c opies supplied, the same shall be refunded to the
party or the parties concerned. (ii) Where there are several a ccused or opponents concerned and
arrangements have not been m ade with the office as pr ovided in sub rule
(i) for extra copies, the accused or opponent first applying shall be entitled
to get the copy reserved for him as mentioned in rule 15 on payment of
the charges prescribed in rule 17. The rest of the accused or opponents
shall make their own arrangements for getting copies prepared for
themselves.",275
DOC01_CH152,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,152,"12.19. Procedure when sentence altered or reversed – When a finding,
sentence or order is reversed or al tered in appeal, the Appellate Court
shall issue a fresh warrant or order conformable to its judgment or order
and notify the same in its certificate to the Court by which the finding,
sentence or order was recorded or passed for necessary action. In the following cases an abst ract shall also be sent by the
Appellate Court direct :-
(a) To the Superintende nt of the Jail in which the prisoner is
confined, where a pr isoner confined in jail has been ordered
to be acquitted or released on appeal.
(iii) To the Superintendent of Jail, whereas the prisoner is on bail
and is present when the judgment or order is pronounced by
the Appellate Court and the C ourt after cancelling his bail
takes him into custody and remans him to jail.",152
DOC01_CH153,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,153,"12.20. Duty of trial Court on receipt of judgment or order of Appellate
or Revisional Court – The Court by which the finding, sentence or order
was recorded or passed shall, on rece ipt of a copy of the judgment or
order of the Appellate Cour t or an abstract therefro m, carefully peruse the
same and consider whether any further step has to be taken to carry out

the finding, sentence or order of t he Appellate Court. If any such steps
have to be taken it shall pass such orders as may be necessary and shall see that they have been duly complied with. After compliance has been
made the papers shall be put up before him agai n and he shall, after
satisfying himself that the orders have been duly complied with, make an
endorsement thereon to that effect before the papers are sent to the
record room to be filed with the reco rd. If no further steps are required it
shall make an endorsement thereon to that effect before the papers are
sent to the record room to be fil ed with the record. A similar procedure
shall be followed by the Court when its finding, sentence or order has
been reversed or altered in revision.",211
DOC01_CH154,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,154,"12.21. Order suspending sentence to be certified – When a Court
orders that the execution of a sentenc e be suspended, it shall certify its
order to the Court by which the sent ence was passed, and, if the appellant
or applicant is in jail, also to the Officer Incharge of the jail for communication to the appellant or applicant, and for report that the
direction has been complied with.",70
DOC01_CH155,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,155,"12.22. No judicial order by telegram – A Court shall not issue a judicial
order or communicate the purport of warrant or process by telegram.",25
DOC01_CH156,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,156,"12.23. When High Court to be informed if accused has funds – In the
case of an appeal where notice is gi ven to the accused to show cause
why the order passed shou ld not be set aside and a sentence of death be
passed, the Sessions Judge shall, while returning the notice state thereon
whether the accused has f unds or not to employ co unsel in the High Court
and also whether he proposes to em ploy such counsel or not. The
Sessions Judge shall also make a simila r report when notice is sent by the
High Court to a convicted person to show cause why his sentence should not be enhanced.",116
DOC01_CH157,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,157,"CHAPTER XIII
SUBMISSION OF SENTENCE FOR
CONFIRMATION AND EXECUTION
THEREOF",10
DOC01_CH158,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,158,"13.1. Procedure on passing sentence of death – When a Court of
Session passes a sentence of death, it shall forthwith commit the prisoner
by a warrant of conviction to the jail from which he came to stand his trial,
and shall submit its proc eedings to the High Court with a letter within 14
days of the delivery of judgment accom panied by the following record:-
(a) The record of Session’ s Court proceedings including
reasons for delay in disposal,
(b) The record of Magisterial C ourt including proceedings if any,
and reasons of delay in submission.
(c) Appeal, if any, filed by the accused. (d) One typed copy of the Sessio n’s Proceedings in English,
and
(e) Property, if any, which the Session’s Judge considers should
be forwarded to the High Court.",134
DOC01_CH159,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,159,"13.2. Procedure on passi ng sentence of death – (i) When a Court of
Session submits its proceedings to t he High Court in the manner laid
down in the proceeding rule, it shall state whether the prisoner has funds
or not to employ counsel in the Hig h Court, and whether, the prisoner will
employ counsel or not. (ii) In all cases in which a person is sentenced to death, the Sessions
Judge should, as directed in Section 371 of the Code, explain to the
condemned man that he must f ile his appeal within 7 days.
(iii) In criminal appeals and confi rmation cases involving a sentence of
death one typed copy of the Sessions proc eedings or if in vernacular its
translation should be despatched to t he High Court within 14 days of the
decision. The copy should be typed on one side of the paper.

(iv) After sentence has been conf irmed or other order has been made
by the High Court, the Assistant Regi strar will forward two copies of the
judgment of the High C ourt together with the pr ecept and copy of the
paper book and the property, if any, rece ived from the Sessions Judge, to
the Sessions Judge, who will take the steps prescrib ed by Section 381 of
the Code to cause the sentence or order to be carried into effect.",233
DOC01_CH160,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,160,"13.3. Female prisoner sentenced to death – When a Court of Session
sentences a female prisoner to death, it shall consider after enquiry from
such prisoner herself, if necessary, whet her she is pregnant and if it thinks
that it is likely that she is so, it shall have her exam ined by the Medical
Superintendent or such other Doctor as it may consider fit, and if it finds
that she is in-fact pregnant, it shall made a report to the High Court. But
the submissions of the proceedings to the High Court under Rule 1 shall
not be delayed on this account.",103
DOC01_CH161,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,161,"13.4. Date of execution – The date fixed by a Co urt of Session in a
warrant of execution of a sentence of death shall be not less than 21 nor
more than 28 days from the date of the issue of such warrant, unless it be
otherwise directed in the or der of confirmation.",55
DOC01_CH162,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,162,"13.5. If date postponed fresh warrant to be issued – When a warrant
for the execution of a sentence of death has not been executed upon the
date fixed owing to the postponement of execution by the Provincial
Government Order, and is returned to the Court with a cert ificate to that
effect, the Judge shall, if the Provincial Gove rnment has refused to
interfere with the execution of the sentence of death, issue a warrant in
the same form as before, fixing anot her date for the ex ecution of the
sentence, which shall be not more than seven days from the date of issue
of such warrant. When the sentence of death is co mmuted, a fresh warrant shall
issue in the appropriate form as if the Court of Sessions had passed such
a sentence.",137
DOC01_CH163,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,163,"13.6. Separate warrant to jail for each convict – A separate warrant
shall be directed to the Officer Inchar ge of the jail for each prisoner in
respect of whom a sentenc e of imprisonment is pa ssed; the warrant shall
show the crime number, i.e. the number by which t he case was registered
and the serial number of the case, and shall bear the same that as the
sentence bears. It shall state the period in words and figures and
description of imprisonment; and sha ll be drawn up the pr escribed from. It
shall contain full particulars as to any sentence of imprisonment to be
undergone in default of payment of fine or any period of solitary
confinement ordered.",122
DOC01_CH164,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,164,"13.7. The Officer Incharge of jail to be informed of payment – Every
Court upon receiving a pay ment on behalf of a pers on who is in jail under
a warrant directing imprisonment in def ault of such payment shall, if the
payment is received otherwise than th rough the jail, at once inform the
Officer Incharge of the jail.",61
DOC01_CH165,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,165,"13.8. Transmission of release order to Jails – (i) When an order for
the release of a prisoner, on bail or otherwise, is issued by a Magistrate,
he shall see that it is entered in a peon book and sent to the Nazir by the
time prescribed by the Sessions Court in this behalf. The Nazir shall enter
in a peon book all the rel ease orders received by him within the prescribed
time and arrange to deliver them through a peon book to the Officer
Incharge of the Jail at least one ho ur before the jail is closed. In
exceptional circumstances the order of lease may be sent to the Jail in the
manner laid down in sub-rule (ii). (ii) When an order for the releas e of a prisoner is issued by a
Court other than a Magistrate, it s hall be entered in a peon book and may
be sent through one of t he Court peons to the Officer Incharge of the Jail
so as to reach the Jail ordinarily an hour before the Jail is closed.
(iii) A release order should in no case be made over to private
persons for delivery to the Jail Authorities.",202
DOC01_CH166,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,166,"13.9. Warrant to be filed after execution – When a warrant or an order
upon which a sentence is executed is re turned after execution to the Court
from which it was issued, the Court sha ll send it to the record room of the
Sessions Court to be filed with File B of the record of the case to which it
belong.",63
DOC01_CH167,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,167,"CHAPTER XIV
PROCEEDINGS BY MAGISTRATES FOR
DISPOSAL OF UNCLAIMED PROPERTY",10
DOC01_CH168,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,168,"14.1. Unclaimed Property – (i) If the person from whom property is
seized after his arrest and search under Section 51, of the Code refused
to take back the property in spite of notice served upon him, or if his
whereabouts are not traceable in spite of best efforts, such property shall
be treated as unclaimed property fo r the purpose of these rules.
(ii) Similarly, any property seized by any Police Officer is
reported to a Magistrate under the Code, and such property is not
produced before any Criminal Court during an inquiry or trial, and such
property cannot be disposed of in accordance with the provisions of
section 523, of the C ode shall be treated as unc laimed property for the
purpose of these rules.",128
DOC01_CH169,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,169,"14.2. Production of such property – When a Magistrate orders the
production of any unclaimed property in Court or when the Police deliver
such property in the custody of the C ourt, the police shall produce the said
property with a list containing an accura te description of the property. In
the case of valuable articles, such as gold and silver ornaments, their
weights and other deta iled descriptions necessary for the proper
identification and the estimat ed value should be stated.",82
DOC01_CH170,DOC01,01_sindh_criminal_court_rules_2012.txt,Sindh Criminal Court Rules 2012,170,"14.3. Seizure report – The list shall be signed by not less than two
respectable residents of t he locality wherein the pr operty is found, and in
the event of such property being tak en from the possession of any person,
his signature, or thumb mark, if he ill iterate shall also be taken on the list
in token of its correctness.",63
